Reviews,Polarity
"Good benefits/holidays if you've been there a while
Plenty of scope for progression (although your face will need to fit)
It can look good to have a recognisable brand on your CV",2
"Good brand, easy to engage with customer",1
"Good salary, nice offices, very secure position (part of problem)",2
"They care about their employees. There were lot of benefits (cheap phones, extra vacations, team buildings, trainings, ....).",1
"Brilliant Team
Brilliant store manager
Good pay
Flexible hours
Good treatment of employees
Always learning something new
Great discounts
Love the vodafone uniform style lol",2
"Great brand name.
Fantastic team and great people to work with.
Great work life balance
Flexible working
High tech approach to productivity
Very positive attitude towards change and alternative ways of working
Great campus and facilities",2
"Good work environment, awsemos office, awseome location, flexible work hours.",2
"Nice working environment, good experience, nice benefits & great training",2
"Multinational company, huge brand recognition, access to one of the best and most technologically advanced mobile communications network in Europe.",1
Great for students looking for a casual job while studying or atleast it was before they cut commissions out and pay packet halved,1
"very good company , strong diversity and inclusion, employee care great in assignments. group roadmap is very clear and opco needs to drive it",2
"God system of recognizing , best place to work",2
