"","X","Reviews","Polarity"
"2250",2548,"Long hours and very low chance of advancement",-1
"2251",2549,"Stressful sometimes especially in the marketing department , lots of work to do",-1
"2252",2550,"Vodafone is not monitoring the benefits of employees working for them directly. Hence there is a huge gap in offerings promised by company and what is received by employees.",-1
"2253",2551,"Not very good salaries, heavy work load",-1
"2254",2552,"continue as is and promote more fun filled programs",-1
"2255",2553,"Inhumane hours , stress , treatment and expectations
Turns people into back biting animals after a few month
Say and publicize one thing about environment, women and safety and do not really care when it comes between money and that",-1
"2256",2554,"poor management decisions
employees treated based on subjective preferences and less on performance",-1
"2257",2555,"Coming from a much smaller organisation feeling a small fish in a large pond takes a bit of getting used to",-1
"2258",2556,"huge workload,too much night shifts",-1
"2259",2557,"new technologies, big volume of data, challenges, self development, develop your idea internally, solution search, possibility to problem solving",-1
"2260",2558,"too much stability of employment, anchored in the past, declining conditions, tough results environment",-1
"2261",2559,"No commitment to career progression
Regularly push out great staff members - more focus on 'old boys clubs' than upscaling everyone equally
Advertise themselves as a flexible working environment - however no follow through (still not fully supported by all managers)",-1
"2262",2560,"Lack of overtime and ability to transfer to other stores outside of region.",-1
"2263",2561,"Has gone from having one of the best networks to the worst in a short time. Need to focus on customers",-1
"2264",2562,"Employee discounts depleted after cut backs in 2016 (only discount is on sim only contracts- not handsets)
Depending on store manager, experiences vary but can be put under pressure due to targets",-1
"2265",2563,"Overall very badly managed. Bad managers are allowed to get away with being bad managers while employees suffer in silence. Has a culture of upward facing management teams whilst ignoring their own teams career development. Be wary - a very political organisation served to protect the interests of their leaders. Inconsistent management styles and behaviours. Poor planning as everything is a crisis which is designed …  to put staff under maximum pressure.Show More",-1
"2266",2564,"Sometimes people tend to have a fear of sharing information",-1
"2267",2565,"Work pressure, lot of processes that eats up your productivity",-1
"2268",2566,"Ridiculous targets.
lack of internal development or opportunity",-1
"2269",2567,"no balance life ,rotational shift,very high target,no Equality",-1
"2270",2568,"Management not fair to employees. They don't keep promises and create stressful work environment instead, which makes staff burn-out fast.",-1
"2271",2569,"Red tape and little slow to get moving the big elephant",-1
"2272",2570,"too slow to approve new innovative ideas, too many processes",-1
"2273",2571,"Modern slavery, rotational shifts will make your entire life goes around vodafone. It's about the numbers, and even after getting the desired numbers, advancement options are very tight. When the customer is giving his feedback, if he is satisfied with the advisor and Not vodafone, you're not doing your job. Salary is not that good, since you will not be able to do anything except giving your life to vodafone. …  Seducing employees with promotions, when in reality they are working harder for the same salary. It looks good from outside, from inside, it's just a big fat corporation that cares only about profit. Soulless, bloodsucking that utilizes psychological, emotional tricks to have Complete control over the employees. They are intentionally missing with WORK-LIFE balance of the employees, even in the weekend they are acting as if this is their time. A lot of words about ""Customer Experience"" when in reality it's all about the numbers, if you're not getting your numbers, be ready to be shamed Publicly and Openly. Subtle threats for those who are not complying with what the management wants. Constant Pressure and Nagging from the managers to do what they want in a very Unprofessional way that resembles an ""Unhappy Wife"". Those who are willing to Kiss some bottoms have very high chances in advancing their career.
A play.Show More",-1
